text,category
60,keanu reeves given hollywood star actor keanu reeves known role matrix movies awarded star prestigious hollywood walk fame 40 old attended unveiling star mother patricia thanked inspiring actor 15 old asked mom ok actor reeves star 277th embedded pavement hollywood boulevard actor born lebanese capital beirut spoke dropped school pursue acting career hollywood calling got car 1969 british racing green volvo holes floor bricks holding seats young man hopes dreams reeves fame teen comedy bill ted excellent adventure went combine blockbusters speed devil advocate matrix series smaller films including private idaho recently seen got alongside jack nicholson diane keaton supernatural thriller constantine released month opens march,entertainment
61,wal mart sued rude lyrics parents 13 girl suing supermarket giant wal mart cd rock evanescence contains swear words lawsuit filed washington county alleges wal mart deceived customers putting warning labels cover trevin skeens alleges wal mart knew offending word censored music sales website wal mart investigating claims pull cd wal mart policy stocking cds carry parental advisory labels mr skeens bought cd daughter shocked hear swearing played car families expecting clean needs removed shelves prevent children hearing mr skeens brownsville lawsuit seeks force wal mart censor music remove stores maryland seeks damages 74 500 38 660 customer bought cd maryland wal marts naming label wind records distributor bmg entertainment legal wal mart sets standards possible eliminate image word topic individual find objectionable wal mart guy whitcomb herald mail hagerstown,entertainment
62,manics charge bbc 6 music manic street preachers helm bbc digital radio station 6 music week december welsh band hits include design tolerate chosen records 6 december albums include u2 joshua tree group perform live session follow footsteps radiohead took station week bass player nicky wire join phil jupitus morning monday 6 december vocalist guitarist james dean bradfield appear andrew collins afternoon thursday 9 group chosen documentaries air leonard cohen story guitar greats jimmy page live concert session tracks picked include specials rat race recorded hammersmith odeon enemy fight power rebel pause band answer questions e mailed 6 music listeners,entertainment
63,low budget film wins cesar film follows group alienated youth paris suburb prepare perform 18th century play won france cinema award l esquive earned cesar prize director tunisian born abdellatif kechiche young star 18 actress sara forestier saw competition big budget french epic long engagement box office chorus film translation won award best foreign feature wistful romantic comedy directed sofia coppola won awards including oscar best screenplay late release france contender cesars low budget l esquive depicts travails group youth getting ready perform school play 18th century dramatist marivaux actors amateurs impoverished suburbs paris thousands immigrants north africa children kechiche film wanted normally cinema long engagement war drama featuring audrey tautou won cesar awards chorus film schoolteacher introduces unruly classroom pleasures classical singing won awards best best sound actor smith won honorary award ceremony thanked family hero nelson mandela speech,entertainment
64,hewitt falls dent lleyton hewitt suffered shock defeat taylor dent quarter finals australian hardcourt championships adelaide friday seed strong favourite title went 7 6 7 4 6 3 american dent face juan ignacio chela fourth seed strong jurgen melzer olivier rochus beat seed nicolas kiefer 6 7 4 7 7 6 6 7 second seed joachim johansson swede reached beating compatriot thomas enqvist 6 3 4 6 6 felt like striking ball johansson felt like lot break chances didn care broke times broke felt key early,sport
65,ray dvd beats box office takings oscar nominated film biopic ray surpassed box office takings combined tally 80 m £ 43 m dvd video rentals ray success dvd outstripped 74 m £ 40 m box office total earning 40 m £ 22 m dvd release ray nominated oscar categories best film best actor jamie foxx film recounts blues singer ray charles died entertainment release film number selling dvd limited edition version coming number sony horror film grudge starring michelle gellar best selling dvd jennifer lopez richard gere romantic comedy shall dance number foxx critically acclaimed performance ray earned screen actors guild award best actor prestigious golden globe ray director taylor hackford responsible classic 1982 film officer gentleman received oscar nomination best director category film oscar nominations costume film editing sound mixing,entertainment
66,da vinci star tom hanks actor tom hanks ron howard reuniting da vinci code adaptation selling novel dan brown distributor sony pictures production begin planned release 2006 hanks robert langdon trying solve murder member ancient society protected dark secrets centuries hanks collaboration howard previously worked howard producing partner brian grazer splash apollo 13 hanks hollywood bankable stars presence movie guaranteeing box success brown book publishing phenomenon consistently topping book charts sold copies worldwide little classic whodunit centres global conspiracy surrounding holy grail mythology places heavy emphasis symbols cryptography protagonist harvard professor likened contemporary indiana jones appeared brown book angels demons tale mixes art history mythology semiotics medieval history,entertainment
67,abba reunite musical premiere original stars swedish pop quartet abba reunited premiere musical mamma mia band songs time 20 bjorn ulvaeus benny andersson agnetha faltskog anni frid lyngstad met publicly faltskog virtual recluse band split 1982 musical global phenomenon performed swedish time fans camped outside stockholm cirkus theatre snow glimpse stars premiere marks abba reunion legendary band acrimonious break 1980s thought faltskog appear london musical fifth anniversary celebrations april stayed fear flying original abba member bjorn ulvaeus set translating musical band mother tongue celebrated homecoming alongside swedish artist niklas stromstedt abba original songs sold 350 million records worldwide written recorded english musical set small greek island tells story young woman fiercely independent single mother include classics super trouper sos dancing queen 14 productions staged worldwide york london road shows toronto south korea madrid 20 million,entertainment
68,german music zombie state german music business largest world state zombie failed respond challenge posed downloading piracy leading industry figure tim renner head universal music germany world service music biz programme country music industry struggling survive renner warned industry accepted realties downloading decline irreversible problem music industry aren t willing accept classic business stated music industry current form pretty state zombie music market germany peaked 1997 sales 6bn euros £ 1 8bn 2000 sales plummeted 1 6bn euros £ 1 1bn 2003 space 2002 2003 cd album sales fell 13 study society consumer research time twice recordable cds music recorded cd albums sold mr renner pointed profit comes mainly longevity selling particularly damaging time added peter zombic managing federation phonographic industry germany feel situation dramatic mr renner believed true severe problems germany true parts world developed markets argued severe problem piracy especially internet piracy severe problem private copying t agree music industry lost control music market fact especially regard germany talent market successful admit copyright owners partly lost control copyright piracy copying refuted suggestions industry slow respond digital downloading implement download service 1997 argued time successful advent piracy napster time p2p popular difficult music industry compete price zero illegal product concerned mr zombic change perception germany private copying music problem german law allow copies cds family close friends fear breaking copyright mr zombic legal framework huge problem widespread attitude private copying hobby nice fun added try clear nice fun endangering creativity country,entertainment
69,rapper kanye west shrewd soul hip hop kanye west leads race year grammys 10 nominations rose prominence producing songs artists jay z alicia keys emerged scenes artist producer solo career ended began near fatal car crash left west jaw wired shut 2002 resulting song wire west uk hit april subsequent album college dropout transatlantic success critically commercially west 26 began rapping teenager chicago school inspired beats rhymes 1980s pioneers dmc hip hop producer id encouraged west sample old soul r b hits revive updated sound approach trademark feel like soul old records sample hear drums bring millennium like god m records blessing leaving chicago art school year later inspire album west began music career producing songs artists mase madd rapper drew attention superstar rapper jay z signed west roc fella label produce numerous artists roster west work gained mainstream recognition produced singles takeover izzo hova jay z album blueprint incorporating samples doors jackson respectively hits credited injecting soul hip hop success attracted production work jay z 03 bonnie clyde artists ludacris stand alicia keys west solo album driving night los angeles recording session october 2002 involved car crash left jaw fractured places anytime hear accident heart sinks thank god m later steering wheel inches west account accident sampled chaka khan hit fire heart completed solo album college dropout year turns smooth humorous sharp largely avoided clich 233 d hip hop preoccupation guns girls jewellery wire quickly joined uk charts slow jamz west collaborated rapper twista ray actor jamie foxx college dropout spawned uk hits string award nominations west shortlisted 10 grammys nominations artist album year hip hop artist producer album titles year music black origin mobo awards respected rapper producer influential field hip hop kanye west unlikely regret leave college,entertainment
70,spider man creator wins profits spider man creator stan lee multi million dollar windfall winning court battle comic book company marvel judge upheld lee demand 10 marvel profits hugely successful spider man films spider man sequel 6bn 857 box offices worldwide cut lee 82 created spider man 1962 lawyer tens millions dollars exaggeration district court judge robert w sweet ruled lee tenth profits generated november 1998 marvel tv movie productions involving company characters lee legal 2002 marvel shut jackpot profits blockbuster company worked 60 gone agreement 10 spider man lee co created incredible hulk x men daredevil fantastic characters gratified judge decision deeply fond marvel sincerely regret situation ruling means entitled slice profits dvd sales certain merchandise marvel appeal expect decision impact financial forecasts york court rule lee claims share profits spider man hulk movie merchandise decided trial marvel,entertainment
71,t park sells days tickets scotland festival sold months event held 12th annual t park festival takes place balado near kinross july sold days line announced green day foo fighters keane acts lined appear event organisers revealed scots favourites travis soulman james brown appear year tickets sold 10 weeks festival organisers confirmed 130 day event sold geoff ellis ceo festival organisers big day ltd year event promises year sell year event sell slightly earlier expectations ellis extremely proud fans excited t park absolutely sure place balado booked deliver greatest events july 120 acts play stages weekend 9 10 july brit award winners keane streets main attractions killers dance act prodigy bill green day foo fighters played festival 2002 year oasis basement jaxx headline acts,entertainment
72,famed director viotti dies conductor marcello viotti director venice famous la fenice theatre died germany viotti director la fenice 2002 conducted renowned opera houses worldwide including milan la scala vienna state opera la fenice coincided reopening destroyed fire 1996 fell coma suffering stroke rehearsals jules massenet manon conducted orchestras including berlin philharmonic english chamber orchestra viotti born switzerland studied piano cello singing lausanne conservatory career breakthrough came 1982 prize gino marinuzzi conducting competition italy viotti established chief conductor turin opera chief conductor munich orchestra la fenice viotti widely acclaimed production french composer massenet thais productions included giuseppe verdi la traviata richard strauss ariadne auf naxos opera directed la fenice massenet le roi de lahore viotti debut york metropolitan opera came 2000 giacomo puccini madame butterfly followed la boheme la traviata fromental halevy la juive giampaolo vianello superintendent fenice theatre foundation filled extreme sadness artist missed friend character joyous rebirth theatre viotti performance conducted vincenzo bellini norma vienna state opera,entertainment
73,sky takes oscar night mantle sky signed major broadcast academy awards taking live oscar coverage bbc sky honoured won exclusive broadcasting rights promised cover event way broadcaster bbc denied lost bidding war decided pass mantle broadcaster ceremony hosted newcomer chris rock takes place 27 february 2005 sky coverage launch nominations 25 include themed programming sky channels sky news sky travel biography channel long season oscar winning films sky movies run event live uninterrupted coverage night honoured won live exclusive broadcasting rights academy awards sky networks sophie turner laing sky natural place prestigious event cover event way broadcaster sky scooped oscar rights bbc 1999 bbc won 2001 sky forced pull bidding war financial constraints bbc viewers course able watch quality coverage 2005 academy awards bbc bulletins news programmes films tipped academy awards martin scorsese aviator jean pierre jeunet long engagement ray charles biopic ray,entertainment
74,animation charms japan box office oscar winning director hayao miyazaki latest film japanese box office 1 5bn yen 14 3 according reports howl moving castle follow miyazaki spirited away won best animation year oscars based children book english writer diana wynne jones registered highest opening weekend takings japanese film country according trade publication screen daily film 18 year old girl trapped old woman body spell witch day takings represented 1 1 million cinema admissions screen daily film distributor toho expects 40 million total country population film won golden osella outstanding technical contribution year venice film festival,entertainment
75,debut kevin spacey movie hollywood stars kevin spacey kate bosworth attended british premiere film sea leicester square thursday spacey 45 wrote directed starred film inspired life 1950s croooner bobby darin tribute remarkable talent spacey darin sings 18 songs film soundtrack bosworth 21 plays darin wife life hollywood actress sandra dee knew absolutely bobby darin film huge fan bosworth attended premiere british boyfriend orlando bloom darkness tragedy story dream land actress sandra dee continues live los angeles virtual recluse approval biopic loved spacey joined premiere members boy band westlife spacey double oscar winner fascinated story singer bobby darin voice mack knife dream lover sea fought childhood illness stars 1950s died aged 37 heart condition troubled life bobby darin greatest entertainers known died young kind forgotten spacey premiere making film fun entire life movie stars british actors bob hoskins brenda blethyn darin mother,entertainment
76,u2 play grammy awards irish rock band u2 play live grammy awards presentation month organisers acts play include soul singer alicia keys country singer tim mcgraw punk band green day event 13 february los angeles u2 nominated twice single vertigo including nomination best rock song year grammys dominated rap star kanye west contention 10 awards comedian ellen degeneres singer christine milian present awards event grammy producers announced hosted rap star chicago actress queen latifah held staples center u2 success album charts sides atlantic november latest studio album dismantle atomic bomb topped charts band dominated best album year brit awards undertake tour year,entertainment
77,elton plays paris charity concert sir elton john performed special concert paris raise money victims asian tsunami british singer played 700 audience french capital bastille opera house concert attempt bring broader range events famous venue money raised fondation pour l enfance foundation childhood aims rebuild children shelter sri lanka sir elton played hits vast catalogue sell crowd included french valery giscard d estaing wife anne aymone veteran pop star played piano accompaniment concert lasted hours interval crowd years ve drugs alcohol true nightmare impossible 14 years ve normal drug david reference david furnish partner crowd greeted song standing ovation included french singer charles aznavour british ambassador sir john holmes sir elton teamed phil collins version eric clapton 1991 tears heaven raise money relief fund release date recording organised sharon osbourne,entertainment
78,pop band busted break chart topping pop band busted confirmed plan break following rumours verge splitting statement band record universal frontman charlie simpson planned spend working band fightstar busted reconvene course band hits including ones hit charts 2002 singles include school 3000 crashed wedding david band includes members matt jay james bourne self titled debut album follow present 2003 won best pop act best breakthrough act brit awards nominated best british group recently topped charts theme live action version thunderbirds voted record itv1 band capitalised craze artists playing catchy pop rock overtones trio seen alternative manufactured artists considered credible musicians write songs play instruments recent rumours suggested simpson wanting quit band focus fightstar fightstar tour,entertainment
79,bbc pour £ 9 m new comedy bbc invest £ 9 m developing new comedy entertainment programmes outside london changes shake departments create shows appeal wider range changes teams factual daytime departments outside london television jana bennett changes getting best ideas screen efficiently effectively new structure genre designed ensure happens new roles created department head comedy commissioning based glasgow new person charge £ 9 m budget role develop shows outside capital bbc independent production jane lush controller entertainment commissioning entertainment comedy incredibly important audiences m confident changes best programmes screen similar positions created departments new commissioning editor documentaries based bristol daytime commissioning editor birmingham ms bennett new roles benefit making programmes bbc making shows channel independently independent sector flourishing house production base mutually exclusive stimulate competition deliver best ideas audience,entertainment
80,carry star patsy rowlands dies actress patsy rowlands known millions roles carry films died age 71 rowlands starred popular carry films alongside fellow regulars sid james kenneth williams barbara windsor carved successful television career appearing years itv loved comedy bless house rowlands died hove saturday morning agent born 1934 rowlands scholarship guildhall school speech drama scholarship 15 spending years theatre london film debut 1963 tom jones directed tony richardson carry film 1969 appeared carry doctor rowlands played hard wife employee regular carry star appeared carry convenience carry matron carry loving years appeared mini series cazalets played mrs potts london stage version beauty beast agent simon beresford absolutely favourite client complained particularly ill old trouper old school skills musical theatre drama worked directors didn mind recognised carry films thoroughly enjoyed lovely person missed appearance stage mrs pearce award winning production fair lady theatre previously married leaves son alan funeral private family occasion memorial date,entertainment
81,bangkok film festival battles organisers bangkok film festival determined carry event ravages asian tsunami disaster festivities scaled red carpets mothballed profits ticket sales donated tsunami relief fund apart festival continued originally planned disaster happened naturally asked cancel festival director craig prater continue focus change premieres fundraisers opening night visibly toned ticket sold goes disaster fund continued feel ve turned page ve acknowledged position usual prater sentiments echoed christine rush director festival sister event bangkok film careful respectful thai nation recovery terrible disaster nation recovery depends continuing economic life encouraging attendees victims mind aggressively support aid organisations helping conspicuously low audience support symbolic significant poor ticket sales fallout disaster administrative promotional difficulties eclectic programme contains wide range titles oscar hopefuls ray charles biopic ray mike leigh abortion drama vera drake absence thai subtitles film prints proved offputting local cinemagoers positive note celebrity guests attending event generated huge media interest busy capital city problems securing air transport clash sunday golden globes ceremony los angeles factors forced names cancel festival attracted hollywood directors oliver stone joel schumacher alongside screen stars douglas jeremy irons jean claude van damme irons film julia competition festival golden kinnaree awards wondered attend catastrophe questioned come tragedy happened actor bad taste spoke organisers encouraged let life ve come glad impresses thai culture things quicker west continued basically invited thailand come bangkok relatively addition hectic film festival calendar attain stature established events hong kong tokyo pusan south korea prater predicts soon equal grown awfully fast years maybe fast concedes ve bumps road festival baby doubt mind years asian film festival golden kinnarees awarded friday festival runs 24,entertainment
82,berlin hails european cinema organisers year berlin film festival opens thursday period epic man man celebrate revitalised european cinema 21 films competition golden silver bear awards france particularly represented festival director dieter kosslick says strong showing signals consciousness european films incredible winning streak reuters agency isn t aren t good american films continued good european films mr kosslick refused accept widespread opposition iraq war turned audiences hollywood imports anti american mood 350 films screened year festival 300 shown european film market runs alongside dozen celebrities scheduled attend smith kevin spacey keanu reeves mr kosslick says coming academy awards brought forward 27 february worried t able fill red carpet stars admitted festival moved january year avoid similar clash day berlinale runs 20 february,entertainment
83,smith loses box office crown comedy diary mad black woman ended smith reign north american box office based tyler perry stars gun toting grandmother film took 22 7 m £ 11 8 m release topping chart consecutive weeks smith romantic comedy hitch dropped second place takings 21 m £ 9 m keanu reeves supernatural thriller constantine dropped place based hellblazer comics film took 11 8 m £ 6 m second release entries came chart wes craven horror movie cursed werewolf loose los angeles fourth position 9 m £ 4 9 m comedy man house starring tommy lee jones texas ranger assigned protect cheerleader squad came fifth 9 m £ 4 6 m clint eastwood boxing drama dollar baby recipient academy awards including best picture continued perform sixth place takings 7 m £ 74 m martin scorsese hollywood biopic aviator oscars minor categories held ninth place low budget feature diary mad black woman stars kimberly elise woman thrown streets philandering husband grandmother madea roles played perry plots revenge perry 34 america best known black playwrights newcomer film homeless investing unsuccessful productions lives mansion diary mad black woman filmed,entertainment
84,glasgow hosts tsunami benefit gig names scottish taking benefit concert aid victims asian tsunami 000 tickets saturday concert featuring franz ferdinand belle sebastian travis glasgow secc sold 36 hours mull historical society deacon blue idlewild texas mogwai teenage fanclub acts performing concert organisers hope raise £ 250 000 follows cardiff gig starring eric clapton keane jools holland raised £ 25 m taking place night tsunami benefit bristol massive attack portishead share stage colin macintyre mull historical society playing gig determined glasgow benefit affected seeing reports coming far east somebody seen wave destruction natural disaster like generation m lucky artist perform like,entertainment
85,rap boss arrested drug find rap mogul marion suge knight arrested violating parole allegedly found marijuana arrested barstow california saturday following alleged traffic offence transferred prison released mr knight founder death row records served month jail term punching man parole assault conviction police mr knight stopped saturday performing illegal u turn search car allegedly found marijuana accused having insurance 18 woman car arrested providing false information having fake id card released alleged violation having previously served sentence breaking terms parole mr knight 39 jailed october 1996 following involvement fight rival gang hours rapper tupac shakur killed las vegas drive shooting driving shakur car time shot head time probation assaulting musicians mr knight bodyguard death row records 1990s shakur dr dre protegees label dogged allegations supports gang culture fuels east west coast rap rivalry,entertainment
86,queen recruit singer tour remaining members rock band queen tour free bad company singer paul rodgers taking freddie mercury guitarist brian expects road rodgers drummer roger taylor april suddenly queen phoenix rising ashes precedence lives queen played different singers mercury death 1991 reportedly toured performed rodgers concert celebrate 50th anniversary fender stratocaster guitar september amazed chemistry free hit right suddenly blindingly obvious happening wrote website teamed concert mark induction hall fame joined taylor went incredibly point view rave reactions decided tour wrote queen went 2000 version rock sung boy band 5ive played robbie williams young bob geldof queen bassist john deacon retired stage rodgers singer early 1970s rockers free global hit right forming bad company successful supergroup members king crimson mott hoople led zeppelin jimmy page law small faces drummer kenny jones,entertainment
87,children vote shrek 2 best film young film fans voted animated hollywood shrek 2 best film children bafta awards sunday children voted category chosen fans harry potter prisoner azkaban runner poll choice bafta experts named best feature film saturday morning dick dom da bungalow won awards best entertainment best presenters richard mccourt dominic wood playschool presenter floella benjamin awarded special award outstanding creative contribution children film television appeared playschool 25 ago obe 2001 broadcasting south american themed cartoon joko jakamoko toto won honour pre school animation writer tony collingwood original writer debbie isitt won award best adapted writer jacqueline wilson illustrated mum won award best schools drama schools factual primary thinking skills hiding places schools factual secondary search tartan turban pre school live balamory animation brush head drama featherboy factual desert interactive bafta king arthur category simple rules dating teenage daughter,entertainment
88,hollywood ready oscars night hollywood preparing night film calendar 77th academy awards host stars grace red carpet outside los angeles kodak theatre including johnny depp cate blanchett leonardo dicaprio actors attendance include nominees clive owen imelda staunton kate winslet director mike leigh aviator leads shortlist critics believe night belong clint eastwood million dollar baby poll pundits eastwood boxing drama favourite win best film howard hughes biopic 74 year old win oldest person named best director ceremony uk critics favour aviator best film believe best director title generate close fought battle eastwood martin scorsese scorsese won best director prize previous nominations films including raging bull goodfellas gangs york eastwood won best director unforgiven 1993 experts predict twice nominated jamie foxx win best actor portrayal singer ray charles vera drake star imelda staunton looks lose best actress field hilary swank million dollar baby uk highest hopes remain clive owen scooped golden globe bafta supporting role closer actor comedian chris rock host event broadcast seven delay allow censors cut unsuitable content bleep machine ready bleeps needed producer gil cates reporters added strongly disapproved growing tendency censor live broadcasts tv fears rock known language stand routines cause controversy night 40 year old comic promised swear live air chris sense humour humorously cates movie star stand comic vicissitudes security tight police employing detect sarin nerve gas pulling stops miller counterterrorism los angeles police department symbol american culture potential visibility target added organisers erected canopy red carpet outbreak torrential rain los angeles cates covers removed threat wet weather receded details emerged contents year gift bags nominees presenters night year bags include gift certificate luxury beach resort pair mink eyelashes kitchen year supply tea coffee event televised abc network 1700 local 0100 gmt sky movies uk 0130 gmt,entertainment
89,musical treatment capra film classic film wonderful life turned musical producer controversial hit jerry springer opera frank capra 1946 movie starring james stewart turned musical producer jon thoday working steve brown wrote award winning musical spend spend spend spokeswoman early stages cast opening date theatre announced series workshops held london wednesday cast singers unveiled musical select group potential investors mr thoday idea turning film musical ambition 20 wonderful life based short story greatest gift philip van doren stern mr thoday managed buy rights story van doren stern family 1999 following mr brown success spend spend spend later secured film rights paramount enabling title wonderful life,entertainment
90,help indies download sales campaign launched help independent labels music online benefit growing trend downloading music british phonographic identified lack independent music available download ensure independent repertoire successful download world physical world bpi peter jamieson downloaded singles overtaken physical singles uk mr jamieson organisation lobbying music providers include itunes napster urge promote independent releases download sales incorporated uk singles chart downloads shortly eligible singles chart key commercial issue bpi committed assisting members mr jamieson campaign bpi running series seminars entitled getting music online focusing independent labels embrace digital music begun incorporating download sales billboard hot 100 chart,entertainment
91,fry role hitchhiker actor stephen fry joining cast forthcoming film adaptation hitchhiker guide galaxy fry provide voice guide electronic book accompanies story hero arthur dent travels galaxy martin freeman john malkovich bill nighy alan rickman co starring film release late douglas adams original 1977 scripts turned series successful books asked voice guide having birthday christmas discovering winning lottery ticket stocking having chocolate poured fry self confessed fan book film producer robbie stamp adams died 2001 delighted choice fry role humour intelligence perfect voice guide stamp adams wrote screenplay based book premature death radio series aired 26 broadcast included original cast members hollywood star malkovich play religious cult leader humma kavula especially created adams film freeman starred comedy play role arthur dent begins intergalactic voyage destruction earth,entertainment
92,triple triumph little britain tv cult little britain triumphed office 15th annual comedy awards bbc beat office christmas special best tv comedy category took people choice award matt lucas david walliams jointly won best tv comedy actor office creator ricky gervais won special award writing night ant dec clinched awards best comedy entertainment personality geordie duo secured best comedy entertainment saturday night takeaway beating m celebrity host bbc got ceremony presented jonathan ross itv studios headquarters capital little britain began life radio series radio 4 walliams lucas range misfit characters alternative britain commissioned bbc proved series shown bbc receiving award best tv comedy actor walliams lucas great honour nominated alongside ricky gervais martin clunes won people choice award gong night voted viewers speaking receiving award best comedy walliams shock deserved beat office great comedy beautiful piece gervais office co writer stephen merchant received special award writing presented noel gallagher tom stoppard gervais won awful awards couple got embarrassing honest winners awards included caroline quentin took best tv comedy actress life begins von trapped catherine tate catherine tate nominated award walk best comedy newcomer james mcavoy shameless channel 4 julian barratt noel fielding mighty boosh bbc nighty night named britain best tv comedy itv1 shows doc martin life begins doc martin won best tv comedy drama jonathan creek bbc shameless winner best comedy category simpsons beating sex city curb enthusiasm prize accepted matt groening creator simpsons received outstanding contribution award scientist stephen hawking featured series school rock voted best comedy beating shaun dead shrek matt lucas david walliams little britain bbc caroline quentin life begins von trapped itv1 ant dec ant dec saturday night takeaway m celebrity itv1 catherine tate catherine tate bbc nighty night baby cow productions bbc little britain bbc doc martin buffalo productions itv1 ant dec saturday night takeaway granada itv1 simpsons twentieth century fox bbc sky channel 4 school rock,entertainment
93,south bank awards honour soap coronation street soap triumph south bank awards traditionally reward highbrow groundbreaking culture soap beat fellow itv1 filthy love channel shameless best tv drama prize thursday little britain named best comedy franz ferdinand beat morrissey libertines award shane meadows dead man shoes picked best film award beating shaun dead summer love award ceremonies reflect achievements believes coronation street pulled away rival eastenders ratings dominated tv awards south bank award best tv drama went steven poliakoff period piece prince bloody sunday 1972 killings northern ireland won 2003 south bank categories little britain series beat nighty night green wing comedy trophy alan bennett history boys won theatre category author david mitchell losing booker prize alan hollinghurst beating literary award book cloud atlas shameless state play clocking creator paul abbott lifetime achievement award grange hill actress amma asante won breakthrough award writing directing film life,entertainment
94,new york rockers talent poll new york electro rock group bravery bbc website sound 2005 poll find music scene promising new act bravery compared cure new order heavily tipped act survey 110 impartial critics broadcasters rock band keane sound 2004 rapper 50 cent topped sound 2003 new artists list london indie group bloc party second uk rapper kano bravery played gig 2003 supported bands libertines interpol echo bunnymen subject record bidding war 2004 debut single unconditional caused huge buzz released uk november singer sam endicott felt great coming sound 2005 list zillion screaming fans jackass liar experts tip bravery music critic paul connolly spiky love pop chris hawkins host bbc music chart band great guitars mastery electro clash sound bravery proof new york city hot new talent alison howe producer tv jools holland booked group appear day seeing west london pub played headlining main stage glastonbury great songs touch attitude cracking live band q magazine reviews editor ted kessler pretty boy new york clothes horses unusually nimble ear concise yearning pop mould duran duran strokes pundits survey included bbc radio dj trevor nelson nme editor conor mcnicholas pops presenter fearne cotton glastonbury organiser emily eavis bbc radio music editor colin martin 10 second placed rock band bloc party began rise supporting franz ferdinand uk garage mc kano signed streets record label rapper hip hop great dr dre protege leeds group kaiser chiefs fifth promise lead britpop revival survey keane followed franz ferdinand razorlight joss stone virtually unknown outside music point boy band mcfly sixth scissor sisters uk selling album 2004 seventh survey pundits asked tips acts capable reaching chosen genre terms critical acclaim artists country musical genre uk single contestant tv talent famous soap actor tips counted compiled 10,entertainment
95,musical treatment capra film classic film wonderful life turned musical producer controversial hit jerry springer opera frank capra 1946 movie starring james stewart turned musical producer jon thoday working steve brown wrote award winning musical spend spend spend spokeswoman early stages cast opening date theatre announced series workshops held london wednesday cast singers unveiled musical select group potential investors mr thoday idea turning film musical ambition 20 wonderful life based short story greatest gift philip van doren stern mr thoday managed buy rights story van doren stern family 1999 following mr brown success spend spend spend later secured film rights paramount enabling title wonderful life,entertainment
96,india deport bollywood actress india ordered deportation iranian born model actress negar khan norway saying working illegally visa khan raunchy roles videos bollywood films past distressed actress told media driven straight airport routine appointment bombay immigration office immigration officials warned visa year khan told indian news channel mobile phone letting bags clothes money notice taking away wrong visa work allowing lawyer bipin bihari deputy police chief bombay khan sent norway holds passport available flight visitor visa engaged commercial ventures issued notices year view gone norway returned year work khan successes steamy hindi song chadti jawani rising youth khan involved controversy topless photos alleged appeared norwegian magazine,entertainment
97,spark heads world booker list dame muriel spark british authors shortlist inaugural international booker prize doris lessing ian mcewan nominated mcewan margaret atwood nominees previously booker prize 60 award open writers nationalities write english widely translated prize commends author body book gabriel garcia marquez saul bellow milan kundera john updike feature list world literary winners regular booker prize salman rushdie jm coetzee kazuo ishiguro shortlist prize awarded june reward author living continued creativity development overall contribution fiction world stage author international award started response criticisms booker prize open british commonwealth authors margaret atwood canada saul bellow canada gabriel garcia marquez colombia gunter grass germany ismail kadare albania milan kundera czech republic stanislaw lem poland doris lessing uk ian mcewan uk naguib mahfouz egypt tomas eloy martinez argentina kenzaburo oe japan cynthia ozick philip roth muriel spark uk antonio tabucchi italy john updike abraham b yehoshua israel,entertainment
98,celebrities skates footballer paul gascoigne join eastenders actress scarlett johnson bbc strictly ice dancing christmas special television presenter carol smillie jessica taylor liberty x celebrity paired professional skater impress panel judges audience vote bbc confirm stars battle ice king queen veteran presenter bruce forsyth tess daly host programme follows hot heels saturday night series strictly dancing celebrities practise stipulated ice dance perform ice rink partner judges 50 vote decide wins contest ice rink audience rest vote forms bbc festive schedule ice skating duo jayne torvill christopher dean similar celebrity ice dance itv titled stars thin ice contestants stars thin ice paired professional skater learn routine series celebrity crowned winner,entertainment
99,hillbillies singer scoggins dies western musician jerry scoggins died los angeles age 93 family scoggins remembered singing theme tune popular tv beverly hillbillies texan born singer approached producers programme theme tune ballad jed clampett pilot screened 1962 story poor striking oil moving beverly hills ran 1971 scoggins daugher jane kelly misel father tired song sing d sing birthdays anniversaries variety shows stopped performing version beverly hillbillies 1993 scoggins came retirement perform theme tune scoggins sang lyrics bluegrass stars lester flatt earl scruggs guitar banjo,entertainment
100,early elvis recordings sale elvis presley earliest recordings including takes shook hammer sunday los angeles auction unedited reel reel tapes owned engineer recorded valued 50 000 29 000 highlights hour long collection public debut bonhams auction house saturday rca tapes date september 1956 september 1957 pre masters include jailhouse rock religious songs material christmas album banter presley members band engineer thorne nogar ve enjoy nogar son stephen 57 frankly use nogar died 1994 aged 72 tapes sessions case rca producers wanted late changes songs called ass saver tapes son quality noticeably crisper vinyl family copyright tapes sold personal enjoyment copied commercial gain,entertainment
